StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,gender,gender_5_TEXT,age,ethnic,ethnic_10_TEXT,politic,politic_5_TEXT,education,language,language_8_TEXT,ResponseID,SONAid
2024-03-16 02:02:54,2024-03-16 02:03:17,IP Address,70.185.131.238,100,23,True,2024-03-16 02:03:18,R_21BWPLE20uoyM7G,,,,,34.4265,-119.8631,anonymous,EN,Yes,,,,,,,,,,,R_21BWPLE20uoyM7G,
2024-03-28 22:03:40,2024-03-28 22:06:28,Survey Preview,,100,168,True,2024-03-28 22:06:29,R_5iXatSkt1wS40N3,,,,,34.4265,-119.8631,preview,EN,Yes,Female,,24,Asian,,Don't know,,Bachelor's degree,Mandarin,,R_5iXatSkt1wS40N3,
2024-03-31 17:08:35,2024-03-31 17:08:44,Survey Preview,,100,8,True,2024-03-31 17:08:45,R_3GVbiKS99uE4uED,,,,,34.4265,-119.8631,preview,EN,Yes,,,,,,,,,,,R_3GVbiKS99uE4uED,
2024-04-01 10:11:30,2024-04-01 10:11:46,IP Address,169.231.116.246,100,16,True,2024-04-01 10:11:48,R_2GqvCEbwlUobL5D,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,23,White/Caucasian,,Democrat,,Less than High school,English,,R_2GqvCEbwlUobL5D,
2024-04-01 11:08:19,2024-04-01 11:08:28,IP Address,169.231.116.246,100,8,True,2024-04-01 11:08:29,R_1BWz2lzoHP6Ecym,,,,,34.4265,-119.8631,anonymous,EN,Yes,,,,,,,,,,,R_1BWz2lzoHP6Ecym,
2024-04-01 18:50:15,2024-04-01 18:50:57,IP Address,98.185.216.111,100,42,True,2024-04-01 18:50:58,R_7dS7fGcto4aBF0E,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,22,White/Caucasian,,Republican,,Some college or associate degree,English,,R_7dS7fGcto4aBF0E,
2024-04-01 23:22:59,2024-04-01 23:23:35,IP Address,123.113.149.63,100,36,True,2024-04-01 23:23:36,R_49GRi7W6rJG5j6F,,,,,39.911,116.395,anonymous,EN,Yes,Female,,24,Asian,,Republican,,Bachelor's degree,Mandarin,,R_49GRi7W6rJG5j6F,
2024-04-06 16:50:03,2024-04-06 16:50:24,Survey Preview,,100,21,True,2024-04-06 16:50:25,R_3JFmz2GKu6GPukY,,,,,34.4265,-119.8631,preview,EN,Yes,,,,,,,,,,,R_3JFmz2GKu6GPukY,
2024-04-06 23:12:18,2024-04-06 23:12:29,IP Address,169.231.122.137,100,10,True,2024-04-06 23:12:29,R_2QFSUNvfjhL1zfu,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,,,,,,,,,R_2QFSUNvfjhL1zfu,100179
2024-04-06 23:53:42,2024-04-06 23:54:06,IP Address,169.231.122.137,100,24,True,2024-04-06 23:54:06,R_1QmCurp1iHFSiD1,,,,,34.4265,-119.8631,anonymous,EN,Yes,,,,,,,,,,,R_1QmCurp1iHFSiD1,100179
2024-04-01 21:22:29,2024-04-01 21:22:38,IP Address,123.113.149.63,27,8,False,2024-04-08 21:22:40,R_4zpwuR0XEculZbz,,,,,,,anonymous,EN,Yes,,,,,,,,,,,R_4zpwuR0XEculZbz,
2024-04-09 11:01:31,2024-04-09 11:02:04,IP Address,169.231.143.247,100,33,True,2024-04-09 11:02:05,R_3C8Ukaz0zylr2e9,,,,,34.0138,-118.4405,anonymous,EN,Yes,Female,,19,Asian,,Democrat,,High school (including GED),Other (please specify),Vietnamese,R_3C8Ukaz0zylr2e9,120374
2024-04-09 11:18:17,2024-04-09 11:19:12,IP Address,169.231.143.152,100,55,True,2024-04-09 11:19:13,R_1RlIO1DP8koMWuo,,,,,34.0138,-118.4405,anonymous,EN,Yes,Female,,19,White/Caucasian,,Democrat,,High school (including GED),English,,R_1RlIO1DP8koMWuo,120242
2024-04-09 14:04:38,2024-04-09 14:05:17,IP Address,169.231.60.14,100,38,True,2024-04-09 14:05:17,R_2dZ82kJ2ybI5Wiu,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,19,White/Caucasian,,Don't know,,High school (including GED),Arabic,,R_2dZ82kJ2ybI5Wiu,120218
2024-04-09 14:33:12,2024-04-09 14:33:53,IP Address,72.194.217.118,100,41,True,2024-04-09 14:33:54,R_7PyO7Fjqtbjl581,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,22,White/Caucasian,,Democrat,,Some college or associate degree,English,,R_7PyO7Fjqtbjl581,120529
2024-04-09 19:11:28,2024-04-09 19:19:29,IP Address,169.231.118.193,100,480,True,2024-04-09 19:19:30,R_73JC3XxCdLeJrlD,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,19,"Asian,Hispanic or Latino,African-American",,Democrat,,Some college or associate degree,English,,R_73JC3XxCdLeJrlD,120370
2024-04-09 19:25:30,2024-04-09 19:28:08,IP Address,169.231.65.133,100,158,True,2024-04-09 19:28:09,R_1hbYZAAG1H7UZQE,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,18,African-American,,Democrat,,Some college or associate degree,English,,R_1hbYZAAG1H7UZQE,120627
2024-04-10 13:50:58,2024-04-10 13:51:17,IP Address,169.231.143.247,100,19,True,2024-04-10 13:51:18,R_3FJcVxSy2lNvUyM,,,,,34.0138,-118.4405,anonymous,EN,Yes,Female,,19,Asian,,Democrat,,High school (including GED),Other (please specify),Vietnamese,R_3FJcVxSy2lNvUyM,120374
2024-04-10 18:54:58,2024-04-10 18:55:39,IP Address,169.231.110.29,100,41,True,2024-04-10 18:55:40,R_3z8wN509TuVnNc6,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,20,White/Caucasian,,Democrat,,High school (including GED),English,,R_3z8wN509TuVnNc6,120769
2024-04-10 20:02:51,2024-04-10 20:05:26,IP Address,169.231.110.29,100,155,True,2024-04-10 20:05:27,R_5LCrkQzj6H3Lqbn,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,20,White/Caucasian,,Democrat,,High school (including GED),English,,R_5LCrkQzj6H3Lqbn,120769
2024-04-10 21:19:47,2024-04-10 21:20:53,IP Address,72.194.218.81,100,65,True,2024-04-10 21:20:54,R_54voFul3k9D7bqr,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,22,White/Caucasian,,Independent,,Some college or associate degree,English,,R_54voFul3k9D7bqr,120747
2024-04-12 12:45:29,2024-04-12 12:46:05,IP Address,169.231.35.248,100,35,True,2024-04-12 12:46:05,R_6JCnE5DyshtV1nw,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,19,"White/Caucasian,Hispanic or Latino",,Democrat,,High school (including GED),Spanish,,R_6JCnE5DyshtV1nw,120479
2024-04-06 22:57:48,2024-04-06 23:11:37,IP Address,169.231.122.137,27,828,False,2024-04-13 23:11:40,R_2dE8MidDGvFblBl,,,,,,,anonymous,EN,Yes,,,,,,,,,,,R_2dE8MidDGvFblBl,
2024-04-14 14:49:55,2024-04-14 14:51:58,IP Address,169.231.203.214,100,123,True,2024-04-14 14:51:59,R_1FEbkzkWgC4zflT,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,19,"White/Caucasian,Hispanic or Latino",,Don't know,,Some college or associate degree,English,,R_1FEbkzkWgC4zflT,120351
2024-04-14 15:53:14,2024-04-14 15:53:38,IP Address,172.95.166.237,100,23,True,2024-04-14 15:53:38,R_3zJ5QiBCzzLGrFb,,,,,33.9657,-116.5259,anonymous,EN,Yes,Female,,20,White/Caucasian,,Democrat,,High school (including GED),English,,R_3zJ5QiBCzzLGrFb,120769
2024-04-15 16:17:21,2024-04-15 16:18:47,IP Address,169.231.34.41,100,86,True,2024-04-15 16:18:47,R_1lPCNWKjj0FY2Hv,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,21,Hispanic or Latino,,Democrat,,Some college or associate degree,Spanish,,R_1lPCNWKjj0FY2Hv,120833
2024-04-15 16:29:41,2024-04-15 16:30:07,IP Address,169.231.34.41,100,26,True,2024-04-15 16:30:07,R_5MLqcyGAyKWnrXM,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,21,Hispanic or Latino,,Democrat,,Some college or associate degree,Spanish,,R_5MLqcyGAyKWnrXM,120833
2024-04-15 16:36:07,2024-04-15 16:36:35,IP Address,169.231.34.41,100,28,True,2024-04-15 16:36:36,R_5fVxDGEG0OvT1TP,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,21,Hispanic or Latino,,Democrat,,Some college or associate degree,Spanish,,R_5fVxDGEG0OvT1TP,120833
2024-04-15 16:43:20,2024-04-15 16:44:08,IP Address,70.185.130.249,100,47,True,2024-04-15 16:44:08,R_7bi1PFoQyiFeUdr,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,18,White/Caucasian,,Democrat,,Some college or associate degree,English,,R_7bi1PFoQyiFeUdr,120353
2024-04-15 18:47:52,2024-04-15 18:48:11,IP Address,169.231.34.41,100,18,True,2024-04-15 18:48:12,R_1YcX8Ct6Q5Y0Nj3,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,22,Hispanic or Latino,,Democrat,,Some college or associate degree,Spanish,,R_1YcX8Ct6Q5Y0Nj3,120833
2024-04-15 18:48:32,2024-04-15 18:48:56,IP Address,169.231.34.41,100,24,True,2024-04-15 18:48:57,R_5yXj4b2FiLKVQLn,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,21,Hispanic or Latino,,Democrat,,Some college or associate degree,Spanish,,R_5yXj4b2FiLKVQLn,120833
2024-04-15 18:49:57,2024-04-15 18:50:19,IP Address,169.231.34.41,100,21,True,2024-04-15 18:50:19,R_1kFvbH9ErelA3SN,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,21,Hispanic or Latino,,Democrat,,Some college or associate degree,Spanish,,R_1kFvbH9ErelA3SN,120833
2024-04-15 18:48:26,2024-04-15 18:51:38,IP Address,169.231.34.41,100,192,True,2024-04-15 18:51:39,R_6y1tvYJ4f354gow,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,21,Hispanic or Latino,,Democrat,,Some college or associate degree,Spanish,,R_6y1tvYJ4f354gow,120833
2024-04-15 19:17:49,2024-04-15 19:18:01,Survey Preview,,100,12,True,2024-04-15 19:18:02,R_54ALsaUgAT0paNz,,,,,34.4265,-119.8631,preview,EN,Yes,,,,,,,,,,,R_54ALsaUgAT0paNz,
2024-04-15 19:25:27,2024-04-15 19:28:56,IP Address,50.30.174.22,100,209,True,2024-04-15 19:28:57,R_18adM71L8Er8bux,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,18,Hispanic or Latino,,Don't know,,Some college or associate degree,Spanish,,R_18adM71L8Er8bux,120608
2024-04-15 19:29:26,2024-04-15 19:30:42,IP Address,50.30.174.22,100,76,True,2024-04-15 19:30:43,R_6iMyjNfi5eK3qjT,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,18,Hispanic or Latino,,Don't know,,Some college or associate degree,Spanish,,R_6iMyjNfi5eK3qjT,120608
2024-04-09 07:57:17,2024-04-09 07:57:47,IP Address,169.231.133.98,18,30,False,2024-04-16 07:57:48,R_4zxSkmU0uloyu2Z,,,,,,,anonymous,EN,Yes,,,,,,,,,,,R_4zxSkmU0uloyu2Z,100179
2024-04-16 07:59:11,2024-04-16 07:59:23,Survey Preview,,100,12,True,2024-04-16 07:59:26,R_5pSuadkN58kbdOq,,,,,34.4265,-119.8631,preview,EN,Yes,,,,,,,,,,,R_5pSuadkN58kbdOq,
2024-04-16 10:58:09,2024-04-16 10:58:52,IP Address,169.231.59.209,100,43,True,2024-04-16 10:58:53,R_1FQhiEgg2BqpONz,,,,,34.4265,-119.8631,anonymous,EN,Yes,Male,,21,White/Caucasian,,Independent,,Some college or associate degree,English,,R_1FQhiEgg2BqpONz,120316
2024-04-16 15:02:05,2024-04-16 15:12:53,IP Address,169.231.33.138,100,647,True,2024-04-16 15:12:54,R_2D6PXoNGiJXqobD,,,,,37.9648,-121.77,anonymous,EN,Yes,Female,,2004,Hispanic or Latino,,Don't know,,High school (including GED),Spanish,,R_2D6PXoNGiJXqobD,120541
2024-04-16 15:54:32,2024-04-16 15:54:58,IP Address,169.231.168.231,100,25,True,2024-04-16 15:54:58,R_5hxKsNO5XO12p1S,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,20,Asian,,Democrat,,Some college or associate degree,English,,R_5hxKsNO5XO12p1S,120778
2024-04-16 15:59:22,2024-04-16 15:59:43,IP Address,169.231.30.41,100,21,True,2024-04-16 15:59:44,R_2ewvKYOw2lIyB6E,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,20,Asian,,Democrat,,Some college or associate degree,English,,R_2ewvKYOw2lIyB6E,120778
2024-04-16 16:18:13,2024-04-16 16:20:46,IP Address,169.231.179.108,100,153,True,2024-04-16 16:20:47,R_2NrFkBJuksilkHC,,,,,34.0634,-118.4667,anonymous,EN,Yes,Female,,18,White/Caucasian,,Democrat,,Some college or associate degree,French,,R_2NrFkBJuksilkHC,120605
2024-04-16 17:07:22,2024-04-16 17:07:58,IP Address,169.231.221.243,100,35,True,2024-04-16 17:07:59,R_5rCBwHBJTpvkpb3,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,19,White/Caucasian,,Democrat,,High school (including GED),English,,R_5rCBwHBJTpvkpb3,120815
2024-04-16 22:19:38,2024-04-16 22:20:09,IP Address,68.6.83.186,100,31,True,2024-04-16 22:20:10,R_1YUzjPBvYVnwzBL,,,,,34.445,-119.8046,anonymous,EN,Yes,Female,,18,"White/Caucasian,Hispanic or Latino,Native American",,Don't know,,High school (including GED),English,,R_1YUzjPBvYVnwzBL,120484
2024-04-17 02:23:01,2024-04-17 02:25:59,IP Address,169.231.122.162,100,177,True,2024-04-17 02:26:00,R_5LgU1eXqKtcFTuL,,,,,34.4265,-119.8631,anonymous,EN,Yes,Male,,19,Hispanic or Latino,,Democrat,,Some college or associate degree,Spanish,,R_5LgU1eXqKtcFTuL,120216
2024-04-19 15:10:20,2024-04-19 15:21:07,IP Address,169.231.47.248,100,646,True,2024-04-19 15:21:07,R_1lh2G802tSwgxMU,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,18,Hispanic or Latino,,Prefer not to say,,Some college or associate degree,Spanish,,R_1lh2G802tSwgxMU,120217
2024-04-20 16:36:47,2024-04-20 16:38:33,IP Address,169.231.101.246,100,105,True,2024-04-20 16:38:33,R_1g31aXiXPgtLRgR,,,,,34.4265,-119.8631,anonymous,EN,Yes,Male,,19,"White/Caucasian,Asian",,Independent,,High school (including GED),English,,R_1g31aXiXPgtLRgR,120256
2024-04-17 11:01:17,2024-04-21 12:00:45,IP Address,184.187.166.202,100,349167,True,2024-04-21 12:00:45,R_3g0YlMh4uWQIm91,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,19,Asian,,Democrat,,High school (including GED),English,,R_3g0YlMh4uWQIm91,119713
2024-04-21 12:42:37,2024-04-21 12:43:37,IP Address,169.231.178.116,100,59,True,2024-04-21 12:43:37,R_2imqlVYkXvGkEUD,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,20,African-American,,Democrat,,Some college or associate degree,English,,R_2imqlVYkXvGkEUD,120852
2024-04-23 20:39:10,2024-04-23 20:39:18,Survey Preview,,100,7,True,2024-04-23 20:39:19,R_5wcIs48vUCmIASt,,,,,36.1788,-115.1715,preview,EN,,,,,,,,,,,,R_5wcIs48vUCmIASt,
2024-04-24 19:43:39,2024-04-24 19:45:01,IP Address,169.231.74.40,100,82,True,2024-04-24 19:45:02,R_7JD93ZoB67MhLg3,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,18,White/Caucasian,,Democrat,,Some college or associate degree,English,,R_7JD93ZoB67MhLg3,119474
2024-04-28 15:51:04,2024-04-28 15:51:46,IP Address,169.231.179.108,100,42,True,2024-04-28 15:51:47,R_2Pz1ESHNLhmVqlq,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,18,White/Caucasian,,Democrat,,Some college or associate degree,French,,R_2Pz1ESHNLhmVqlq,120605
2024-04-28 22:35:16,2024-04-28 22:36:16,IP Address,169.231.179.108,100,59,True,2024-04-28 22:36:16,R_2R6CcD6FyRm7qDv,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,18,White/Caucasian,,Democrat,,Some college or associate degree,French,,R_2R6CcD6FyRm7qDv,120605
2024-04-29 16:49:58,2024-04-29 16:54:30,IP Address,169.231.27.32,100,272,True,2024-04-29 16:54:31,R_1WtVKNu6flh5Sp7,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,19,"White/Caucasian,Asian",,Democrat,,Some college or associate degree,English,,R_1WtVKNu6flh5Sp7,120967
2024-04-29 23:26:47,2024-04-29 23:28:23,IP Address,68.108.253.110,100,96,True,2024-04-29 23:28:23,R_6FONgr9hjG6yUud,,,,,34.4216,-119.7068,anonymous,EN,Yes,Male,,22,White/Caucasian,,Independent,,Some college or associate degree,English,,R_6FONgr9hjG6yUud,120282
2024-04-29 23:29:04,2024-04-29 23:29:13,IP Address,68.108.253.110,100,9,True,2024-04-29 23:29:14,R_5anZPF9k5rocRfb,,,,,34.4216,-119.7068,anonymous,EN,No,,,,,,,,,,,R_5anZPF9k5rocRfb,120282
2024-04-29 23:29:36,2024-04-29 23:29:56,IP Address,68.108.253.110,100,20,True,2024-04-29 23:29:57,R_1M3uDqXKsPlPb51,,,,,34.4216,-119.7068,anonymous,EN,Yes,Male,,22,White/Caucasian,,Independent,,Some college or associate degree,English,,R_1M3uDqXKsPlPb51,120282
2024-04-30 14:50:43,2024-04-30 14:52:07,IP Address,172.226.4.18,100,83,True,2024-04-30 14:52:07,R_5iPq9JGytePNzjP,,,,,34.4272,-119.7059,anonymous,EN,Yes,Female,,19,Hispanic or Latino,,Democrat,,Some college or associate degree,Spanish,,R_5iPq9JGytePNzjP,120599
2024-04-30 15:00:00,2024-04-30 15:00:33,IP Address,172.226.2.187,100,32,True,2024-04-30 15:00:34,R_2QKiotkOH6sWaLo,,,,,34.4272,-119.7059,anonymous,EN,Yes,Female,,19,Hispanic or Latino,,Prefer not to say,,Some college or associate degree,Spanish,,R_2QKiotkOH6sWaLo,120599
2024-04-30 16:12:59,2024-04-30 16:56:41,IP Address,169.231.188.189,100,2622,True,2024-04-30 16:56:42,R_3Q0hxo6o4VzEqse,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,19,"White/Caucasian,Asian",,Democrat,,Some college or associate degree,English,,R_3Q0hxo6o4VzEqse,120240
2024-04-30 16:58:42,2024-04-30 16:59:02,IP Address,169.231.188.189,100,20,True,2024-04-30 16:59:03,R_3Pc1z7ik3ZDl0Sa,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,19,"White/Caucasian,Asian",,Democrat,,Some college or associate degree,English,,R_3Pc1z7ik3ZDl0Sa,120240
2024-04-30 17:32:33,2024-04-30 17:33:15,IP Address,169.231.93.222,100,42,True,2024-04-30 17:33:15,R_1GfjS95mPF5SQdH,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,20,Hispanic or Latino,,Don't know,,Some college or associate degree,Spanish,,R_1GfjS95mPF5SQdH,116230
2024-04-30 17:34:41,2024-04-30 17:35:09,IP Address,169.231.93.222,100,28,True,2024-04-30 17:35:10,R_5CJkYwA7Uppmu2R,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,20,Hispanic or Latino,,Don't know,,Some college or associate degree,Spanish,,R_5CJkYwA7Uppmu2R,116230
2024-04-30 19:07:42,2024-04-30 19:08:08,IP Address,169.231.93.222,100,25,True,2024-04-30 19:08:08,R_2yf0ci11eFudxZ9,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,20,Hispanic or Latino,,Don't know,,Some college or associate degree,Spanish,,R_2yf0ci11eFudxZ9,116230
2024-04-30 19:56:43,2024-04-30 19:59:32,IP Address,169.231.120.128,100,168,True,2024-04-30 19:59:33,R_3MItgNusMrRSacN,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,20,Hispanic or Latino,,Prefer not to say,,High school (including GED),Spanish,,R_3MItgNusMrRSacN,120462
2024-04-30 22:46:44,2024-04-30 22:47:01,Survey Preview,,100,17,True,2024-04-30 22:47:02,R_5pMF68hySN3cSrO,,,,,34.4265,-119.8631,preview,EN,Yes,,,,,,,,,,,R_5pMF68hySN3cSrO,
2024-04-30 23:12:48,2024-04-30 23:16:03,IP Address,169.231.182.187,100,195,True,2024-04-30 23:16:04,R_1c6rLiAjvN0tHVq,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,18,Hispanic or Latino,,Democrat,,Some college or associate degree,Spanish,,R_1c6rLiAjvN0tHVq,120472
2024-04-30 23:17:03,2024-04-30 23:17:51,IP Address,169.231.182.187,100,47,True,2024-04-30 23:17:51,R_7N8sGdwTF0NLCP6,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,18,Hispanic or Latino,,Democrat,,Some college or associate degree,Other (please specify),"Spanish ",R_7N8sGdwTF0NLCP6,120472
2024-04-30 23:23:44,2024-04-30 23:24:27,IP Address,169.231.182.187,100,43,True,2024-04-30 23:24:28,R_3OSqX6BirtbfW13,,,,,34.4265,-119.8631,anonymous,EN,Yes,Male,,18,Hispanic or Latino,,Democrat,,High school (including GED),Spanish,,R_3OSqX6BirtbfW13,120472
2024-05-01 09:51:14,2024-05-01 09:51:25,Survey Preview,,100,10,True,2024-05-01 09:51:26,R_3SlUwNPoAcPxhrb,,,,,34.4265,-119.8631,preview,EN,Yes,,,,,,,,,,,R_3SlUwNPoAcPxhrb,111111
2024-05-01 09:56:06,2024-05-01 09:56:18,Survey Preview,,100,11,True,2024-05-01 09:56:19,R_3VfGmN3kRO9xCTg,,,,,34.4265,-119.8631,preview,EN,Yes,,,,,,,,,,,R_3VfGmN3kRO9xCTg,111111
2024-05-01 12:13:04,2024-05-01 12:13:59,IP Address,169.231.56.171,100,55,True,2024-05-01 12:14:00,R_2Yw6CLfRrTOnl9T,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,19,Asian,,Prefer not to say,,High school (including GED),Mandarin,,R_2Yw6CLfRrTOnl9T,120783
2024-05-01 12:15:54,2024-05-01 12:16:17,IP Address,169.231.56.171,100,22,True,2024-05-01 12:16:17,R_4dz2AQUg82nrh9r,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,19,Asian,,Prefer not to say,,High school (including GED),Mandarin,,R_4dz2AQUg82nrh9r,120783
2024-05-01 12:18:38,2024-05-01 12:18:57,IP Address,169.231.56.171,100,18,True,2024-05-01 12:18:58,R_71Et5V1BaqiJuoR,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,19,Asian,,Prefer not to say,,High school (including GED),Mandarin,,R_71Et5V1BaqiJuoR,120783
2024-05-01 12:55:32,2024-05-01 12:56:08,IP Address,169.231.64.216,100,35,True,2024-05-01 12:56:08,R_3YovKuFHnYI49gt,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,21,Hispanic or Latino,,Democrat,,Some college or associate degree,English,,R_3YovKuFHnYI49gt,120331
2024-05-01 15:34:53,2024-05-01 15:35:15,IP Address,169.231.188.189,100,22,True,2024-05-01 15:35:16,R_3bNMAkMCLdBCePj,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,19,"White/Caucasian,Asian",,Democrat,,Some college or associate degree,English,,R_3bNMAkMCLdBCePj,120240
